,user,artist_name,play_count,artist_url
267,jannar85,Michael Bublé,295,https://www.last.fm/music/Michael+Bubl%C3%A9

268,jannar85,Michael Giacchino,278,https://www.last.fm/music/Michael+Giacchino

269,jannar85,Hans Zimmer,261,https://www.last.fm/music/Hans+Zimmer

270,jannar85,Damien Rice,254,https://www.last.fm/music/Damien+Rice

271,jannar85,Michael Jackson,254,https://www.last.fm/music/Michael+Jackson

272,jannar85,Morten Granau,253,https://www.last.fm/music/Morten+Granau

273,jannar85,Gavin James,251,https://www.last.fm/music/Gavin+James

274,jannar85,Kev Thompson,247,https://www.last.fm/music/Kev+Thompson

275,jannar85,James Blunt,243,https://www.last.fm/music/James+Blunt

276,jannar85,Justin Timberlake,240,https://www.last.fm/music/Justin+Timberlake

277,jannar85,Ron Pope,239,https://www.last.fm/music/Ron+Pope

278,jannar85,Lifehouse,238,https://www.last.fm/music/Lifehouse

279,jannar85,Spiritual Frequencies,237,https://www.last.fm/music/Spiritual+Frequencies

280,jannar85,Train,234,https://www.last.fm/music/Train

281,jannar85,The Beatles,230,https://www.last.fm/music/The+Beatles

282,jannar85,NTO,227,https://www.last.fm/music/NTO

283,jannar85,Ron Flatter,227,https://www.last.fm/music/Ron+Flatter

284,jannar85,Ane Brun,226,https://www.last.fm/music/Ane+Brun

285,jannar85,The Script,224,https://www.last.fm/music/The+Script

286,jannar85,Moderat,218,https://www.last.fm/music/Moderat

287,jannar85,Sir Sly,217,https://www.last.fm/music/Sir+Sly

288,jannar85,Passenger,216,https://www.last.fm/music/Passenger

289,jannar85,Alejandro Fuentes,215,https://www.last.fm/music/Alejandro+Fuentes

